appeal_agency,exempt,id,jurisdiction,name,parent,requires_proxy,slug,status,types
,False,16998,22303,Schuyler County Sheriff's Office,,False,schuyler-county-sheriffs-office,approved,[]
,False,17001,10,Public Broadcasting Service,,False,public-broadcasting-service,approved,[]
,False,17008,14584,City Clerk,,False,city-clerk,approved,[]
,False,17014,15627,Animal Control,,False,animal-control,approved,[]
,False,17005,14818,City Clerk,,False,city-clerk,approved,[]
,False,17010,15555,County Clerk,,False,county-clerk,approved,[]
,False,14988,3431,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,14260,9616,Johnson County Sheriff's Office,,True,johnson-county-sheriffs-office,approved,[]
,False,14269,9628,Montgomery County Sheriff's Office,,True,montgomery-county-sheriffs-office,approved,[]
,False,14284,9632,Perry County Sheriff's Office,,False,perry-county-sheriffs-office,approved,[]
,False,14249,9586,Boone County Sheriff's Office,,True,boone-county-sheriffs-office,approved,[]
,False,12289,3513,Yolo County Sheriffs Department,,False,yolo-county-sheriffs-department,approved,[]
,False,2632,10,"U.S. Fish and Wildlife Service, Region 5",,False,us-fish-and-wildlife-service-region-5,approved,Animal Control|Health|Parks
,False,12333,4106,Canton police department,,False,canton-police-department,approved,[]
,False,12542,8719,Department of Probation And Parole,,False,probation-and-porole,approved,[]
,False,12544,14315,"County Clerk, Smith County Kansas",,False,county-clerk-smith-county-kansas,approved,[]
,False,15851,291,Office Of The City Clerk Long Beach,,False,office-of-the-city-clerk-long-beach,approved,[]
,False,16688,6943,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,14267,9624,Marion County Sheriff's Office,,False,marion-county-sheriffs-office,approved,[]
,False,14252,9593,Cleburne County Sheriff's Office,,True,cleburne-county-sheriffs-office,approved,[]
,False,14251,9592,Clay County Sheriff's Office,,False,clay-county-sheriffs-office,approved,[]
,False,14261,9617,Lafayette County Sheriff's Office,,True,lafayette-county-sheriffs-office,approved,[]
,False,14254,9598,Crawford County Sheriff's Office,,False,crawford-county-sheriffs-office,approved,[]
,False,14255,9601,Dallas County Sheriff's Office,,False,dallas-county-sheriffs-office,approved,[]
,False,14289,9637,Pope County Sheriff's Office,,False,pope-county-sheriffs-office,approved,[]
,False,14259,9614,Jackson County Sheriff's Office,,False,jackson-county-sheriffs-office,approved,[]
,False,14258,9608,Greene County Sheriff's Office,,False,greene-county-sheriffs-office,approved,[]
,False,14283,9631,Ouachita County Sheriff's Office,,False,ouachita-county-sheriffs-office,approved,[]
,False,14281,9629,Nevada County Sheriff's Office,,False,nevada-county-sheriffs-office,approved,[]
,False,14290,9638,Prairie County Sheriff's Office,,False,prairie-county-sheriffs-office,approved,[]
,False,14266,9623,Madison County Sheriff's Office,,False,madison-county-sheriffs-office,approved,[]
,False,14288,9636,Polk County Sheriff's Office,,False,polk-county-sheriffs-office,approved,[]
,False,14286,9634,Pike County Sheriff's Office,,False,pike-county-sheriffs-office,approved,[]
,False,14285,9633,Phillips County Sheriff's Office,,False,phillips-county-sheriffs-office,approved,[]
,False,14292,9641,St. Francis County Sheriff's Office,,False,st-francis-county-sheriffs-office-st-francis,approved,[]
,False,14293,9643,Scott County Sheriff's Office,,False,scott-county-sheriffs-office,approved,[]
,False,14295,9646,Sevier County Sheriff's Office,,False,sevier-county-sheriffs-office,approved,[]
,False,14294,9644,Searcy County Sheriff's Office,,False,searcy-county-sheriffs-office,approved,[]
,False,14282,9630,Newton County Sheriff's Office,,False,newton-county-sheriffs-office,approved,[]
,False,12319,108,Sheri,,False,sheri,approved,[]
,False,14263,9619,Lee County Sheriff's Office,,False,lee-county-sheriffs-office,approved,[]
,False,16193,5629,Plainville Town Clerk,,False,plainville-town-clerk,approved,[]
,False,14987,3428,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16689,6944,"Municipal Clerk, Green Brook Township",,False,municipal-clerk-green-brook-township,approved,[]
,False,14990,119,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16212,25135,County Auditor,,False,county-auditor,approved,[]
,False,14993,3437,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,14994,3449,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,14998,10161,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,15615,473,Boxford Town Clerk,,False,boxford-town-clerk,approved,[]
,False,16561,6842,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,15945,52,"Planning Department, City Of Aliso Viejo",,False,planning-department-city-of-aliso-viejo,approved,[]
,False,16477,229,"Municipal Clerk, Barnegat Township",,False,municipal-clerk-barnegat-township,approved,[]
,False,16100,5618,Newington Town Clerk,,False,newington-town-clerk,approved,[]
,False,16479,6800,Township Clerk,,False,township-clerk,approved,[]
,False,16144,5660,Union Town Clerk,,False,union-town-clerk,approved,[]
,False,16927,30274,City Recorder,,False,city-recorder,approved,[]
,False,16192,5623,North Stonington Town Clerk,,False,north-stonington-town-clerk,approved,[]
,False,16642,6914,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16852,18067,City Administrator,,False,city-administrator,approved,[]
,False,16917,110,Animal Services,,False,animal-services,approved,[]
,False,16624,6899,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16745,7604,Animal Control,,False,animal-control,approved,[]
,False,16714,11003,Animal Control,,False,animal-control,approved,[]
,False,16719,7727,Animal Control,,False,animal-control,approved,[]
,False,16916,16642,"Animal Control, Worcester",,False,animal-control-worcester,approved,[]
,False,16923,22175,City Clerk,,False,city-clerk,approved,[]
,False,16929,155,"County Clerk, Sumner",,False,county-clerk-sumner,approved,[]
,False,16921,2864,Animal Control,,False,animal-control,approved,[]
,False,16919,2585,Animal Control,,False,animal-control,approved,[]
,False,16910,6756,Animal Control,,False,animal-control,approved,[]
,False,16735,10,"United States Institute Of Peace, Usa",,False,united-states-institute-of-peace-usa,approved,[]
,False,14350,4900,Greene County Sheriff's Office,,False,greene-county-sheriffs-office,approved,[]
,False,14339,4879,Dooly County Sheriff's Office,,False,dooly-county-sheriffs-office,approved,[]
,False,16930,30264,City of Oak Ridge City Clerk,,False,city-of-oak-ridge-city-clerk,approved,[]
,False,16812,2965,Rockwall County Medical Examiner,,False,rockwall-county-medical-examiner,approved,[]
,False,14299,9653,Woodruff County Sheriff's Office,,True,woodruff-county-sheriffs-office,approved,[]
,False,14302,5724,Moffat County Sheriff's Office,,False,moffat-county-sheriffs-office,approved,[]
,False,14318,4843,Berrien County Sheriff's Office,,False,berrien-county-sheriffs-office,approved,[]
,False,14315,4838,Baldwin County Sheriff's Office,,False,baldwin-county-sheriffs-office,approved,[]
,False,14321,4847,Brooks County Sheriff's Office,,False,brooks-county-sheriffs-office,approved,[]
,False,16761,8006,Animal Control,,False,animal-control,approved,[]
,False,14311,4832,Appling County Sheriff's Office,,False,appling-county-sheriffs-office,approved,[]
,False,14327,4857,Charlton County Sheriff's Office,,False,charlton-county-sheriffs-office,approved,[]
,False,14320,4846,Brantley County Sheriff's Office,,False,brantley-county-sheriffs-office,approved,[]
,False,14317,4842,Ben Hill County Sheriff's Office,,False,ben-hill-county-sheriffs-office,approved,[]
,False,14316,4839,Banks County Sheriff's Office,,False,banks-county-sheriffs-office,approved,[]
,False,14332,4863,Clinch County Sheriff's Office,,False,clinch-county-sheriffs-office,approved,[]
,False,14331,4861,Clay County Sheriff's Office,,False,clay-county-sheriffs-office,approved,[]
,False,14351,4902,Hancock County Sheriff's Office,,False,hancock-county-sheriffs-office,approved,[]
,False,14337,4876,Decatur County Sheriff's Office,,False,decatur-county-sheriffs-office,approved,[]
,False,14338,4878,Dodge County Sheriff's Office,,False,dodge-county-sheriffs-office,approved,[]
,False,14340,4882,Early County Sheriff's Office,,False,early-county-sheriffs-office,approved,[]
,False,14347,4895,Gilmer County Sheriff's Office,,False,gilmer-county-sheriffs-office,approved,[]
,False,14343,4886,Emanuel County Sheriff's Office,,False,emanuel-county-sheriffs-office,approved,[]
,False,14344,4887,Evans County Sheriff's Office,,False,evans-county-sheriffs-office,approved,[]
,False,14346,4892,Franklin County Sheriff's Office,,False,franklin-county-sheriffs-office,approved,[]
,False,14323,4849,Bulloch County Sheriff's Office,,False,bulloch-county-sheriffs-office,approved,[]
,False,14348,4896,Glascock County Sheriff's Office,,False,glascock-county-sheriffs-office,approved,[]
,False,14352,4903,Haralson County Sheriff's Office,,False,haralson-county-sheriffs-office,approved,[]
,False,14353,4905,Hart County Sheriff's Office,,False,hart-county-sheriffs-office,approved,[]
,False,14342,4884,Effingham County Sheriff's Office,,False,effingham-county-sheriffs-office,approved,[]
,False,14300,3029,Alpine County Sheriff's Office,,False,alpine-county-sheriffs-office,approved,[]
,False,14354,4906,Heard County Sheriff's Office,,False,heard-county-sheriffs-office,approved,[]
,False,14314,4837,Baker County Sheriff's Office,,False,baker-county-sheriffs-office,approved,[]
,False,41594,7281,Township Clerk,,False,township-clerk,approved,[]
,False,14324,4850,Burke County Sheriff's Office,,False,burke-county-sheriffs-office,approved,[]
,False,14996,3454,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16748,7758,Animal Control,,False,animal-control,approved,[]
,False,15013,3493,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16690,6945,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,15617,709,Williamstown Town Clerk,,False,williamstown-town-clerk,approved,[]
,False,16582,6860,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,15616,533,Hamilton Town Clerk,,False,hamilton-town-clerk,approved,[]
,False,16583,6861,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16101,5619,Norfolk Town Clerk,,False,norfolk-town-clerk,approved,[]
,False,16585,6863,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16145,5661,Vernon Town Clerk,,False,vernon-town-clerk,approved,[]
,False,16586,6864,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16195,5631,Pomfret Town Clerk,,False,pomfret-town-clerk,approved,[]
,False,15583,5594,Hartland Town Clerk,,False,hartland-town-clerk,approved,[]
,False,16746,7695,Animal Control,,False,animal-control,approved,[]
,False,16478,6799,Borough Clerk,,False,borough-clerk,approved,[]
,False,10897,9048,Marengo County Sheriff's Office,,True,marengo-county-sheriffs-office,approved,[]
,False,16720,11012,Animal Control,,False,animal-control,approved,[]
,False,16643,6916,Municipal Clerk,,False,municipal-clerk-fairfield-township-essex,approved,[]
,False,16790,32070,Virginia Port Authority,,False,virginia-port-authority,approved,[]
,False,16793,38,Lee County Court,,False,lee-county-court,approved,[]
,False,16853,16716,County Treasurer,,False,county-treasurer,approved,[]
,False,16260,30215,Health Department,,False,health-department,approved,[]
,False,16922,227,"County Clerk, Dona Ana",,False,county-clerk-dona-ana,approved,[]
,False,16937,19713,City Clerk,,False,city-clerk,approved,[]
,False,16941,19603,City Clerk,,False,city-clerk,approved,[]
,False,16942,26791,City Clerk,,False,city-clerk,approved,[]
,False,16945,27207,City Clerk,,False,city-clerk,approved,[]
,False,16949,10124,City Clerk,,False,city-clerk,approved,[]
,False,16928,30385,Chattanooga City Court Clerk,,False,city-clerk,approved,[]
,False,16948,9683,City Clerk,,False,city-clerk,approved,[]
,False,14403,4969,Treutlen County Sheriff's Office,,False,treutlen-county-sheriffs-office,approved,[]
,False,14402,4968,Towns County Sheriff's Office,,False,towns-county-sheriffs-office,approved,[]
,False,16733,33645,Attorney General,,False,attorney-general,approved,[]
,False,14381,4940,Oglethorpe County Sheriff's Office,,False,oglethorpe-county-sheriffs-office,approved,[]
,False,15002,3464,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,14394,4957,Stewart County Sheriff's Office,,False,stewart-county-sheriffs-office,approved,[]
,False,14377,4936,Morgan County Sheriff's Office,,False,morgan-county-sheriffs-office,approved,[]
,False,14382,4942,Peach County Sheriff's Office,,False,peach-county-sheriffs-office,approved,[]
,False,14386,4947,Pulaski County Sheriff's Office,,False,pulaski-county-sheriffs-office,approved,[]
,False,14355,4910,Jackson County Sheriff's Office,,False,jackson-county-sheriffs-office,approved,[]
,False,14361,4916,Jones County Sheriff's Office,,False,jones-county-sheriffs-office,approved,[]
,False,14407,4975,Walker County Sheriff's Office,,False,walker-county-sheriffs-office,approved,[]
,False,14363,4918,Lanier County Sheriff's Office,,False,lanier-county-sheriffs-office,approved,[]
,False,14362,4917,Lamar County Sheriff's Office,,False,lamar-county-sheriffs-office,approved,[]
,False,14387,4948,Putnam County Sheriff's Office,,False,putnam-county-sheriffs-office,approved,[]
,False,14379,4938,Newton County Sheriff's Office,,False,newton-county-sheriffs-office,approved,[]
,False,14385,4945,Pike County Sheriff's Office,,False,pike-county-sheriffs-office,approved,[]
,False,14383,4943,Pickens County Sheriff's Office,,False,pickens-county-sheriffs-office,approved,[]
,False,14375,4934,Monroe County Sheriff's Office,,False,monroe-county-sheriffs-office,approved,[]
,False,14365,4922,Lincoln County Sheriff's Office,,False,lincoln-county-sheriffs-office,approved,[]
,False,14410,4980,Wayne County Sheriff's Office,,False,wayne-county-sheriffs-office,approved,[]
,False,14369,4927,Madison County Sheriff's Office,,False,madison-county-sheriffs-office,approved,[]
,False,14371,4930,Mcintosh County Sheriff's Office,,False,mcintosh-county-sheriffs-office,approved,[]
,False,16146,4174,Elizabeth City Clerk,,False,animal-control,approved,[]
,False,14374,4933,Mitchell County Sheriff's Office,,False,mitchell-county-sheriffs-office,approved,[]
,False,14399,4963,Telfair County Sheriff's Office,,False,telfair-county-sheriffs-office,approved,[]
,False,14376,4935,Montgomery County Sheriff's Office,,False,montgomery-county-sheriffs-office,approved,[]
,False,14389,4949,Rabun County Sheriff's Office,,False,rabun-county-sheriffs-office,approved,[]
,False,14366,4923,Long County Sheriff's Office,,False,long-county-sheriffs-office,approved,[]
,False,14397,4961,Tattnall County Sheriff's Office,,False,tattnall-county-sheriffs-office,approved,[]
,False,14395,4959,Talbot County Sheriff's Office,,False,talbot-county-sheriffs-office,approved,[]
,False,14392,4954,Seminole County Sheriff's Office,,False,seminole-county-sheriffs-office,approved,[]
,False,14360,4915,Johnson County Sheriff's Office,,False,johnson-county-sheriffs-office,approved,[]
,False,14400,4964,Terrell County Sheriff's Office,,False,terrell-county-sheriffs-office,approved,[]
,False,14405,4972,Twiggs County Sheriff's Office,,False,twiggs-county-sheriffs-office,approved,[]
,False,14408,4978,Warren County Sheriff's Office,,False,warren-county-sheriffs-office,approved,[]
,False,14406,4973,Union County Sheriff's Office,,False,union-county-sheriffs-office,approved,[]
,False,14401,4967,Toombs County Sheriff's Office,,False,toombs-county-sheriffs-office,approved,[]
,False,15621,580,Merrimac Town Clerk,,False,merrimac-town-clerk,approved,[]
,False,10420,16731,Equalization Department,,False,open-records,approved,[]
,False,12409,10,Tamarac Mayor'S Office,,False,tamarac-mayors-office,approved,[]
,False,14426,3054,Napa County Department of Corrections,,False,napa-county-department-corrections,approved,[]
,False,14439,10654,Bear Lake County Sheriff's Office,,False,bear-lake-county-sheriffs-office,approved,[]
,False,14431,9626,Mississippi County Treasurer,,False,mississippi-county-treasurer,approved,[]
,False,15000,3463,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,14250,9591,Clark County Sheriff's Office,,False,clark-county-sheriffs-office,approved,[]
,False,14430,8562,Whatcom County District Court,,False,whatcom-county-district-court,approved,[]
,False,14435,248,Oklahoma Capitol Improvement Authority,,False,oklahoma-capitol-improvement-authority,approved,[]
,False,14437,10,New Jersey State Archives,,False,new-jersey-state-archives,approved,[]
,False,14413,4983,White County Sheriff's Office,,False,white-county-sheriffs-office,approved,[]
,False,15619,500,Dighton Town Clerk,,False,dighton-town-clerk,approved,[]
,False,14429,8379,Grant County Health District,,False,grant-county-health-district,approved,[]
,False,12405,3332,Monterey Mayor's Office,,False,monterey-mayors-office,approved,[]
,False,14415,4985,Wilcox County Sheriff's Office,,False,wilcox-county-sheriffs-office,approved,[]
,False,14418,4988,Worth County Sheriff's Office,,False,worth-county-sheriffs-office,approved,[]
,False,16103,5624,Old Lyme Town Clerk,,False,old-lyme-town-clerk,approved,[]
,False,14428,151,Richmond District Court,,False,richmond-district-court,approved,[]
,False,14442,10657,Blaine County Sheriff's Office,,False,blaine-county-sheriffs-office,approved,[]
,False,14421,10,Seattle Office Of Special Events,,False,seattle-office-of-special-events,approved,[]
,False,14444,10659,Bonner County Sheriff's Office,,False,bonner-county-sheriffs-office,approved,[]
,False,14445,10661,Boundary County Sheriff's Office,,False,boundary-county-sheriffs-office,approved,[]
,False,16196,5634,Prospect Town Clerk,,False,prospect-town-clerk,approved,[]
,False,16495,6814,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,14454,10670,Franklin County Sheriff's Office,,False,franklin-county-sheriffs-office,approved,[]
,False,14447,10663,Camas County Sheriff's Office,,False,camas-county-sheriffs-office,approved,[]
,False,16566,229,"Municipal Clerk, Carneys Point Township",,False,municipal-clerk-carneys-point-township,approved,[]
,False,15001,733,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16584,6862,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,14453,10669,Elmore County Sheriff's Office,,False,elmore-county-sheriffs-office,approved,[]
,False,14412,4982,Wheeler County Sheriff's Office,,False,wheeler-county-sheriffs-office,approved,[]
,False,40659,6791,Atlantic City School District,,False,atlantic-city-school-district,approved,[]
,False,14448,10664,Caribou County Sheriff's Office,,False,caribou-county-sheriffs-office,approved,[]
,False,14446,10662,Butte County Sheriff's Office,,False,butte-county-sheriffs-office,approved,[]
,False,15010,3488,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16645,6917,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,15620,539,Harvard Town Clerk,,False,harvard-town-clerk,approved,[]
,False,16105,5628,"Plainfield, Town Clerk",,False,plainfield-town-clerk,approved,[]
,False,16721,11558,Animal Control,,False,animal-control,approved,[]
,False,16104,5626,Orange Town Clerk,,False,orange-town-clerk,approved,[]
,False,16411,95,Animal Control,,False,animal-control,approved,[]
,False,16148,5665,Waterford Town Clerk,,False,waterford-town-clerk,approved,[]
,False,16418,8840,Animal Control,,False,animal-control,approved,[]
,False,16620,6894,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16605,6882,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16263,30225,Health Department,,False,health-department,approved,[]
,False,16602,6879,"Municipal Clerk, Denville Township",,False,municipal-clerk-denville-township,approved,[]
,False,16480,6801,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16496,1080,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16497,6815,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16563,1075,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,14438,10895,Adams County Sheriff's Office,,False,adams-county-sheriffs-office,approved,[]
,False,16498,6816,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16697,168,"Animal Control, St. Clair",,False,animal-control-st-clair,approved,[]
,False,16732,168,"Animal Control, Jo Daviess",,False,animal-control-jo-daviess,approved,[]
,False,16854,16686,County Treasurer,,False,county-treasurer,approved,[]
,False,16795,38,Judge James Adams,,False,judge-james-adams,approved,[]
,False,16856,16666,County Treasurer,,False,county-treasurer,approved,[]
,False,16946,16384,Terrebonne Parish Clerk of Court,,False,parish-clerk,approved,[]
,False,16938,19692,City Clerk,,False,city-clerk,approved,[]
,False,16943,26812,City Clerk,,False,city-clerk,approved,[]
,False,14450,10666,Clark County Sheriff's Office,,False,clark-county-sheriffs-office,approved,[]
,False,14449,10665,Cassia County Sheriff's Office,,False,cassia-county-sheriffs-office,approved,[]
,False,16601,6878,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16265,12390,Delaware County Of Public Health,,False,delaware-county-of-public-health,approved,[]
,False,15007,3482,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16268,4479,Animal Control,,False,animal-control,approved,[]
,False,15012,3491,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,15004,3470,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,15011,3489,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16269,5780,Animal Control,,False,animal-control,approved,[]
,False,40660,229,Evesham School District,,False,evesham-school-district,approved,[]
,False,16722,7372,Animal Control,,False,animal-control,approved,[]
,False,15623,549,Hopedale Town Clerk,,False,hopedale-town-clerk,approved,[]
,False,16270,4094,Animal Control,,False,animal-control,approved,[]
,False,16570,6849,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16106,5632,Portland Town Clerk,,False,portland-town-clerk,approved,[]
,False,16271,364,Animal Control,,False,animal-control,approved,[]
,False,16149,10180,Watertown Town Clerk,,False,watertown-town-clerk,approved,[]
,False,16198,5666,West Hartford Town Clerk,,False,west-hartford-town-clerk,approved,[]
,False,16768,8131,Animal Control,,False,animal-control,approved,[]
,False,16564,6844,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16481,6802,City Clerk,,False,city-clerk,approved,[]
,False,16796,38,Judge Elizabeth Krier,,False,judge-elizabeth-krier,approved,[]
,False,16565,6845,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16646,6918,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16619,6893,"Municipal Clerk, Eastampton Township",,False,municipal-clerk-eastampton-township,approved,[]
,False,16799,38,Lee County Public Defender,,False,lee-county-public-defender,approved,[]
,False,16699,7543,Animal Control,,False,animal-control,approved,[]
,False,14451,10667,Clearwater County Sheriff's Office,,False,clearwater-county-sheriffs-office,approved,[]
,False,16908,7338,County Clerk,,False,county-clerk,approved,[]
,False,14460,10676,Jerome County Sheriff's Office,,False,jerome-county-sheriffs-office,approved,[]
,False,16952,10113,City Clerk,,False,city-clerk,approved,[]
,False,16953,5276,"Shelter Manager, Macon-bibb County",,False,shelter-manager-macon-bibb-county,approved,[]
,False,16926,22225,City Clerk,,False,city-clerk,approved,[]
,False,16982,2038,County Clerk,,False,county-clerk,approved,[]
,False,17009,14619,City Clerk,,False,city-clerk,approved,[]
,False,14476,7353,Adams County Sheriff's Office,,False,adams-county-sheriffs-office,approved,[]
,False,14466,10683,Minidoka County Sheriff's Office,,False,minidoka-county-sheriffs-office,approved,[]
,False,14486,7364,Clark County Sheriff's Office,,False,clark-county-sheriffs-office,approved,[]
,False,14483,7360,Carroll County Sheriff's Office,,False,carroll-county-sheriffs-office,approved,[]
,False,14456,10672,Gem County Sheriff's Office,,False,gem-county-sheriffs-office,approved,[]
,False,14457,10673,Gooding County Sheriff's Office,,False,gooding-county-sheriffs-office,approved,[]
,False,14459,10675,Jefferson County Sheriff's Office,,False,jefferson-county-sheriffs-office,approved,[]
,False,14467,10684,Nez Perce County Sheriff's Office,,False,nez-perce-county-sheriffs-office,approved,[]
,False,14461,10678,Latah County Sheriff's Office,,False,latah-county-sheriffs-office,approved,[]
,False,14465,10682,Madison County Sheriff's Office,,False,madison-county-sheriffs-office,approved,[]
,False,16985,10755,City Clerk,,False,city-clerk,approved,[]
,False,14471,10688,Power County Sheriff's Office,,False,power-county-sheriffs-office,approved,[]
,False,14462,10679,Lemhi County Sheriff's Office,,False,lemhi-county-sheriffs-office,approved,[]
,False,14473,10690,Teton County Sheriff's Office,,False,teton-county-sheriffs-office,approved,[]
,False,15005,3471,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,14479,7356,Boone County Sheriff's Office,,False,boone-county-sheriffs-office,approved,[]
,False,14491,7369,Cumberland County Sheriff's Office,,False,cumberland-county-sheriffs-office,approved,[]
,False,14492,7370,Dekalb County Sheriff's Office,,False,dekalb-county-sheriffs-office,approved,[]
,False,14499,7378,Ford County Sheriff's Office,,False,ford-county-sheriffs-office,approved,[]
,False,14501,7380,Fulton County Sheriff's Office,,False,fulton-county-sheriffs-office,approved,[]
,False,14509,7388,Henry County Sheriff's Office,,False,henry-county-sheriffs-office,approved,[]
,False,14468,10685,Oneida County Sheriff's Office,,False,oneida-county-sheriffs-office,approved,[]
,False,14463,10680,Lewis County Sheriff's Office,,False,lewis-county-sheriffs-office,approved,[]
,False,14474,10692,Valley County Sheriff's Office,,False,valley-county-sheriffs-office,approved,[]
,False,14480,7357,Brown County Sheriff's Office,,False,brown-county-sheriffs-office,approved,[]
,False,14487,7365,Clay County Sheriff's Office,,False,clay-county-sheriffs-office,approved,[]
,False,16652,229,"Municipal Clerk, Florence Township",,False,municipal-clerk-florence-township,approved,[]
,False,14489,7367,Coles County Sheriff's Office,,False,coles-county-sheriffs-office,approved,[]
,False,14488,7366,Clinton County Sheriff's Office,,False,clinton-county-sheriffs-office,approved,[]
,False,14493,7371,Dewitt County Sheriff's Office,,False,dewitt-county-sheriffs-office,approved,[]
,False,540,78,Department of Public Safety,,False,department-public-safety,approved,[]
,False,14505,7384,Hamilton County Sheriff's Office,,False,hamilton-county-sheriffs-office,approved,[]
,False,14513,7393,Jersey County Sheriff's Office,,False,jersey-county-sheriffs-office,approved,[]
,False,14506,7385,Hancock County Sheriff's Office,,False,hancock-county-sheriffs-office,approved,[]
,False,14508,7387,Henderson County Sheriff's Office,,False,henderson-county-sheriffs-office,approved,[]
,False,16482,6803,Borough Clerk,,False,borough-clerk,approved,[]
,False,14496,7375,Edwards County Sheriff's Office,,False,edwards-county-sheriffs-office,approved,[]
,False,14516,7399,Knox County Sheriff's Office,,False,knox-county-sheriffs-office,approved,[]
,False,14510,7389,Iroquois County Sheriff's Office,,False,iroquois-county-sheriffs-office,approved,[]
,False,15008,3485,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,16653,6924,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,15009,3487,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,15624,656,Southampton Town Clerk,,False,southampton-town-clerk,approved,[]
,False,14481,7358,Bureau County Sheriff's Office,,False,bureau-county-sheriffs-office,approved,[]
,False,14458,10674,Idaho County Sheriff's Office,,False,idaho-county-sheriffs-office,approved,[]
,False,14472,10689,Shoshone County Sheriff's Office,,False,shoshone-county-sheriffs-office,approved,[]
,False,41596,28315,Hellam Township,,False,hellam-township,approved,[]
,False,14494,7372,Douglas County Sheriff's Office,,False,douglas-county-sheriffs-office,approved,[]
,False,14500,7379,Franklin County Sheriff's Office,,False,franklin-county-sheriffs-office,approved,[]
,False,14511,7390,Jackson County Sheriff's Office,,False,jackson-county-sheriffs-office,approved,[]
,False,16150,5536,West Haven Town Clerk,,False,west-haven-town-clerk,approved,[]
,False,16651,6922,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16199,5676,Windsor Locks Town Clerk,,False,windsor-locks-town-clerk,approved,[]
,False,16650,6921,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16274,25146,County Auditor,,False,county-auditor,approved,[]
,False,16729,7927,Animal Control,,False,animal-control,approved,[]
,False,16107,5633,Preston Town Clerk,,False,preston-town-clerk,approved,[]
,False,16649,6920,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16484,229,"Municipal Clerk, Bedminster Township",,False,municipal-clerk-bedminster-township,approved,[]
,False,16815,31303,Navarro County Clerk,,False,navarro-county-medical-examiner,approved,[]
,False,16700,7552,Animal Control,,False,animal-control,approved,[]
,False,16800,38,Regional Conflict Counsel,,False,regional-conflict-counsel,approved,[]
,False,16647,6919,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16607,6884,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16483,6804,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16571,6850,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16951,10034,City Clerk,,False,city-clerk,approved,[]
,False,16857,8686,Clerk-treasurer,,False,clerk-treasurer,approved,[]
,False,16858,8674,Clerk-treasurer,,False,clerk-treasurer,approved,[]
,False,16912,16474,Carroll County Government,,False,animal-control,approved,[]
